Categories,Competency,Proficiency Level,Course Title ,URL,Course with Hyperlink,Course Provider,Learning Outcomes,Training Period, Cost ,Training Mode,Start Date,End Date,Prioritisation
Finance Functional Competencies,C11: Corporate Finance,(Level 3) Advanced,Business Valuation – A Practical Approach,,Business Valuation – A Practical Approach,ACCA,"√ Apply valuation approach and methods commonly used to value business
√ Develop valuation models to reach a value conclusion",7hr,365,Virtual Classroom,NIL,,0
Finance Functional Competencies,C11: Corporate Finance,(Level 3) Advanced,M&A – A Financial Due Diligence & Valuation Perspective,https://www.accapdhub.com/Course/Details/cdcf153e42c8dbad4d37b0243e2de9ed/M-A-%E2%80%93-A-Financial-Due-Diligence---Valuation-Perspective,M&A – A Financial Due Diligence & Valuation Perspective,ACCA,"√ Introduction to financial due diligence
√ Gain practical knowledge on how to suceed in an FFD
√ Navigate potential pitfalls of a transaction",7hr,365,Virtual Classroom,NIL,,0
Finance Functional Competencies,C11: Corporate Finance,(Level 3) Advanced,Business Analysis and Planning: Using Excel What-If Analysis,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g28000001BJ5wAAG,Business Analysis and Planning: Using Excel What-If Analysis,ISCA,"√ Learn to solve business problems by performing Excel what-if analysis together with Macro and VBA
√ Develop interactive models for decision making, perform simulations, sensitivity and scenario analysis (best, expected and worst case) for project / investment evaluation and resource planning and allocation
√ Utilize the Power of Excel to optimize (maximize or minimize) certain business objectives within a specific set of business and/or operation constraints.",7 hrs,$445.00,Classroom,22/10/2025,22/10/2025,1
Finance Functional Competencies,C11: Corporate Finance,(Level 3) Advanced,Business Valuation & Analysis: Corporate Restructuring & Funding - Practical Applications for Decision Makers,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTBXAA4&_ga=2.202576280.801339031.1671073418-1149870743.1670913560,Business Valuation & Analysis: Corporate Restructuring & Funding - Practical Applications for Decision Makers,ISCA,"√ Fundamental factors underlying valuation
√ How multiples are used in valuation
√  Key rates of company valuation in corporate finance and M&A
√  How to restructure a corporation and the funding techniques",14HRS,$647.00,Virtual Classroom,18/12/2025,19/12/2025,3
Finance Functional Competencies,C11: Corporate Finance,(Level 3) Advanced,Financial Modelling & Analysis,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTE2AAO,Financial Modelling & Analysis,ISCA,"√ Learn how to build effective Financial Model quickly and effectively to meet Business Needs
√ Preparing What-if analysis to allow better Management Decision Making
√ Understand the dos and don’ts in Building a Financial Model using Excel
√ Prepare Financial Models using Excel systematically
√ Leverage on some Excel Functions to enhance the Financial Models
√ Prepare Financial Forecast by years with detail supporting worksheets to ease future changes",14 hrs,$770.00,Virtual Classroom,4/12/2025,5/12/2025,2
Finance Functional Competencies,C11: Corporate Finance,(Level 3) Advanced,Financial Reporting: Analysis from a managerial perspective,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTAeAAO&_ga=2.253255049.1079455252.1673494120-1149870743.1670913560,Financial Reporting: Analysis from a managerial perspective ,ISCA,√ Discuss financial reporting and analysis in a more holistic manner from both the user's perspective and preparer's perspective.,7HRS,$351.00,Virtual Classroom,NIL,,0
Finance Functional Competencies,C11: Corporate Finance,(Level 4) Expert,[E-Learning] Current Trends in Capital Markets,,[E-Learning] Current Trends in Capital Markets,ISCA,,2HRS,$80.00,E-Learning,NIL,,0
Finance Functional Competencies,C11: Corporate Finance,(Level 4) Expert,Budget & Tax Conference,,Budget & Tax Conference,ISCA,√ Discuss impact of tax changes in Budget 2022 on Companies and Individuals,,,TBA,Nil,,0
Finance Functional Competencies,C11: Corporate Finance,(Level 4) Expert,Corporate Treasury Management & Strategies in Volatile Market Conditions,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTCOAA4&_ga=2.15071807.801339031.1671073418-1149870743.1670913560,Corporate Treasury Management & Strategies in Volatile Market Conditions,ISCA,"√ Roles of corporate treasury in managing cash flow and liquidity, capital and accessing debt financing
√ Risk management 
√ Banking relationship management",7hr,$362.00,Virtual Classroom,9/12/2025,9/12/2025,1
Finance Functional Competencies,C11: Corporate Finance,(Level 4) Expert,Introduction to Python for Accounting and Finance Professionals,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g28000003tee5AAA,Introduction to Python for Accounting and Finance Professionals,ISCA,"√ Use python for financial analytics and financial modelling
√ Pull insights from financial data for decision analysis",14HRS,"$1,019.00",Classroom,6/11/2025,7/11/2025,4
Finance Functional Competencies,C11: Corporate Finance,(Level 4) Expert,Practical Financial Modelling & Analysis with Excel and ChatGPT,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g0K00000FqfgmQAB,Practical Financial Modelling & Analysis with Excel and ChatGPT,ISCA,√ Illustrate the professional way to construct and use financial models on spreadsheet,7HRS,$445.00,Classroom,28/7/2025,28/7/2025,2
Finance Functional Competencies,C11: Corporate Finance,(Level 4) Expert,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,5
Finance Functional Competencies,C11: Corporate Finance,(Level 4) Expert,WSQ Let's work on easy-to-understand reports! Effective data visualisation and communication,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000st2GAAQ,WSQ Let's work on easy-to-understand reports! Effective data visualisation and communication,ISCA,√ learn all the basic skills and techniques to design and create effective and aesthetically pleasing data visualisations using Tableau ,16HRS,$610.00,Classroom,27/11/2025,28/11/2025,3
Finance Functional Competencies,C11: Corporate Finance,(Level 5) Master,[E-Learning] Current Trends in Capital Markets,,[E-Learning] Current Trends in Capital Markets,ISCA,,2HRS,$80.00,E-Learning,NIL,,0
Finance Functional Competencies,C11: Corporate Finance,(Level 5) Master,Budget & Tax Conference,,Budget & Tax Conference,ISCA,√ Discuss impact of tax changes in Budget 2022 on Companies and Individuals,,,TBA,Nil,,0
Finance Functional Competencies,C11: Corporate Finance,(Level 5) Master,Corporate Treasury Management & Strategies in Volatile Market Conditions,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTCOAA4&_ga=2.15071807.801339031.1671073418-1149870743.1670913560,Corporate Treasury Management & Strategies in Volatile Market Conditions,ISCA,"√ Roles of corporate treasury in managing cash flow and liquidity, capital and accessing debt financing
√ Risk management 
√ Banking relationship management",7hr,$362.00,Virtual Classroom,9/12/2025,9/12/2025,1
Finance Functional Competencies,C11: Corporate Finance,(Level 5) Master,Practical Financial Modelling & Analysis with Excel and ChatGPT,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g0K00000FqfgmQAB,Practical Financial Modelling & Analysis with Excel and ChatGPT,ISCA,√ Illustrate the professional way to construct and use financial models on spreadsheet,7HRS,$445.00,Classroom,28/7/2025,28/7/2025,2
Finance Functional Competencies,C11: Corporate Finance,(Level 5) Master,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C12: Business Partnering,(Level 1) Foundation,[E-Learning] Finance Business Partnering,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000fzSEAAY&_ga=2.12235069.801339031.1671073418-1149870743.1670913560,[E-Learning] Finance Business Partnering,ISCA,"√ Understand the traits of an effective business partner
√ Analyse business strategy using a business model tool
√ Apply stakeholder management model",1HR,$45.89,E-Learning,OTOT,6MTHS FROM PURCHASE,2
Finance Functional Competencies,C12: Business Partnering,(Level 1) Foundation,"[E-Learning] Speaking Up, Raising Concerns & Whistleblowing",https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000g2XqAAI,"[E-Learning] Speaking Up, Raising Concerns & Whistleblowing",ISCA,,2hrs,$94.54,E-Learning,OTOT,6MTHS FROM PURCHASE,3
Finance Functional Competencies,C12: Business Partnering,(Level 1) Foundation,Empowering a Multi-Generational Workplace through Effective Communication and Collaboration,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000MDDHIA4,Empowering a Multi-Generational Workplace through Effective Communication and Collaboration,ISCA,,7hrs,$255.29,Classroom,21/7/2025,21/7/2025,1
Finance Functional Competencies,C12: Business Partnering,(Level 2) Intermediate,Future Ready: Building Effective Team Collaboration through Emergenetics,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRETC10,Future Ready: Building Effective Team Collaboration through Emergenetics,Civil Service College,,8hrs,$850.00,Classroom,13/8/2025,13/8/2025,3
Finance Functional Competencies,C12: Business Partnering,(Level 2) Intermediate,Future Ready: Manage Relationships with Stakeholders Effectively,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRMRSVL,Future Ready: Manage Relationships with Stakeholders Effectively,Civil Service College,,6hrs,$630.00,Virtual Classroom,8/10/2025,8/10/2025,2
Finance Functional Competencies,C12: Business Partnering,(Level 2) Intermediate,Effective Finance Business Partnering,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g0K00000AwmzwQAB,Effective Finance Business Partnering,ISCA,,7HRS,$518.00,Classroom,NA,,0
Finance Functional Competencies,C12: Business Partnering,(Level 2) Intermediate,Effective Finance Business Partnering for Public Sector Professionals,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000LXzMIAW,Effective Finance Business Partnering for Public Sector Professionals,ISCA,,8hrs,$445.00,Classroom,31/10/2025,31/10/2025,1
Finance Functional Competencies,C12: Business Partnering,(Level 3) Advanced,Future Ready: Building Effective Team Collaboration through Emergenetics,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRETC10,Future Ready: Building Effective Team Collaboration through Emergenetics,Civil Service College,,8hrs,$850.00,Classroom,13/8/2025,13/8/2025,3
Finance Functional Competencies,C12: Business Partnering,(Level 3) Advanced,Future Ready: Manage Relationships with Stakeholders Effectively,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRMRSVL,Future Ready: Manage Relationships with Stakeholders Effectively,Civil Service College,,6hrs,$630.00,Virtual Classroom,8/10/2025,8/10/2025,2
Finance Functional Competencies,C12: Business Partnering,(Level 3) Advanced,[E-Learning] Facilitating a Gender-Diverse and Gender-Equal Workplace from Both Global and Local perspectives,,[E-Learning] Facilitating a Gender-Diverse and Gender-Equal Workplace from Both Global and Local perspectives,ISCA,,2HRS (16 JUN),$80.00,E-Learning,NIL,,0
Finance Functional Competencies,C12: Business Partnering,(Level 3) Advanced,[E-Learning] Negotiating to Create Value: The Win-Win Template,,[E-Learning] Negotiating to Create Value: The Win-Win Template,ISCA,,2HRS (19 May),$80.00,E-Learning,NIL,,0
Finance Functional Competencies,C12: Business Partnering,(Level 3) Advanced,[E-Learning] The Accountant as a Strategic Influencer and Advisor - Becoming a Business Partner,,[E-Learning] The Accountant as a Strategic Influencer and Advisor - Becoming a Business Partner ,ISCA,"√ Understand the required tools to fulfill the business partnering role
√  Identify important relationship skills and how to build rapport with customers ",1.5hr (OTOT),$90.00,E-Learning,NIL,,0
Finance Functional Competencies,C12: Business Partnering,(Level 3) Advanced,Effective Finance Business Partnering for Public Sector Professionals,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000LXzMIAW,Effective Finance Business Partnering for Public Sector Professionals,ISCA,,8hrs,$445.00,Classroom,31/10/2025,31/10/2025,1
Finance Functional Competencies,C12: Business Partnering,(Level 4) Expert,Designing Customer Experiences using Data Analytics,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRPAE10,Designing Customer Experiences using Data Analytics,Civil Service College,,8hrs,$840.00,Classroom,30/7/2025,30/7/2025,1
Finance Functional Competencies,C12: Business Partnering,(Level 4) Expert,Navigating Complexity using Advanced Facilitation Tools,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRCCF10,Navigating Complexity using Advanced Facilitation Tools,Civil Service College,,24hrs,"$2,100.00",Classroom,5/8/2025,7/8/2025,2
Finance Functional Competencies,C12: Business Partnering,(Level 4) Expert,[E-Learning] On the Pulse: Staying Ahead with Evolving Due Diligence Practices in ASEAN M&As,,[E-Learning] On the Pulse: Staying Ahead with Evolving Due Diligence Practices in ASEAN M&As,ISCA,,2HRS (23 JUN),$80.00,E-Learning,NIL,,0
Finance Functional Competencies,C12: Business Partnering,(Level 4) Expert,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C12: Business Partnering,(Level 4) Expert,Graduate Certificate in Digital Finance II Module 4: Managing Digital Change Successfully,,Graduate Certificate in Digital Finance II Module 4: Managing Digital Change Successfully,Singapore Management University,,TBC,$600.00,Classroom,NIL,,0
Finance Functional Competencies,C12: Business Partnering,(Level 4) Expert,Graduate Certificate in Digital Finance II Module 6: HR Digitalisation and Human Capital - the Heart of Transformation Efforts,,Graduate Certificate in Digital Finance II Module 6: HR Digitalisation and Human Capital - the Heart of Transformation Efforts,Singapore Management University,,TBC,$600.00,Classroom,NIL,,0
Finance Functional Competencies,C12: Business Partnering,(Level 5) Master,Designing Customer Experiences using Data Analytics,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRPAE10,Designing Customer Experiences using Data Analytics,Civil Service College,,8hrs,$840.00,Classroom,30/7/2025,30/7/2025,1
Finance Functional Competencies,C12: Business Partnering,(Level 5) Master,Navigating Complexity using Advanced Facilitation Tools,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRCCF10,Navigating Complexity using Advanced Facilitation Tools,Civil Service College,,24hrs,"$2,100.00",Classroom,5/8/2025,7/8/2025,2
Finance Functional Competencies,C12: Business Partnering,(Level 5) Master,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C13: Business Transformation,(Level 1) Foundation,Futurecraft 101,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFC101,Futurecraft 101,Civil Service College,,12HRS,$615.00,Classroom,11/11/2025,11/11/2025,2
Finance Functional Competencies,C13: Business Transformation,(Level 1) Foundation,Singapore Budget and Economic Outlook 2025,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000M3VHIA0,Singapore Budget and Economic Outlook 2025,ISCA,,2.5hrs,$100.00,Virtual Classroom,Nil,Nil,0
Finance Functional Competencies,C13: Business Transformation,(Level 1) Foundation,WSQ Display Critical Thinking and Analytical Skills,,WSQ Display Critical Thinking and Analytical Skills,ISCA,,,,Classroom,Nil,,0
Finance Functional Competencies,C13: Business Transformation,(Level 2) Intermediate,Singapore Budget and Economic Outlook 2025,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000M3VHIA0,Singapore Budget and Economic Outlook 2025,ISCA,,2.5hrs,$100.00,Virtual Classroom,Nil,Nil,0
Finance Functional Competencies,C13: Business Transformation,(Level 2) Intermediate,Understanding and Managing Emerging Technologies,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTCAAA4,Understanding and Managing Emerging Technologies,ISCA,"√ Gain an appreciation into how these data analytics, automation, blockchain and cloud storage works 
√ Describe the general benefits and limitations of these technologies
√ Discuss the critical success factors required to implement these technologies successful in the organisation
",7HRS,$434.00,Virtual Classroom,19/9/2025,19/9/2025,3
Finance Functional Competencies,C13: Business Transformation,(Level 2) Intermediate,WSQ Solve Problems and Make Decisions at Managerial Level,,WSQ Solve Problems and Make Decisions at Managerial Level,ISCA,,2 days (24 - 25 Apr),$450.00,Classroom,,,0
Finance Functional Competencies,C13: Business Transformation,(Level 2) Intermediate,Business Process ReEngineering,https://iia.org.sg/ccms.r?pageid=6046&tenid=IIAS&NavCMD=NextPage%7C2&ROXY=0x000000000025a387&DISPMODE=Calendar,Business Process ReEngineering,The Institute of Internal Auditors,,8hrs,$700.00,Classroom,Nil,Nil,0
Finance Functional Competencies,C13: Business Transformation,(Level 3) Advanced,Measuring the Success of Finance Transformation Projects,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002wmS1AAI,Measuring the Success of Finance Transformation Projects,ISCA,,7HRS,$518.00,Classroom,Nil,,0
Finance Functional Competencies,C13: Business Transformation,(Level 3) Advanced,Project Management in Finance Transformation,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002wm78AAA,Project Management in Finance Transformation,ISCA,"√ Project management foundation
√ Managing project risk and issues
√ Stakeholder Management and communication
√ Monitoring and controlling project baseline
",7HRS,$445.00,Classroom,26/9/2025,26/9/2025,2
Finance Functional Competencies,C13: Business Transformation,(Level 3) Advanced,Singapore Budget and Economic Outlook 2025,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000M3VHIA0,Singapore Budget and Economic Outlook 2025,ISCA,,2.5hrs,$100.00,Virtual Classroom,Nil,Nil,0
Finance Functional Competencies,C13: Business Transformation,(Level 3) Advanced,Understanding and Managing Emerging Technologies,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTCAAA4,Understanding and Managing Emerging Technologies,ISCA,"√ Gain an appreciation into how these data analytics, automation, blockchain and cloud storage works 
√ Describe the general benefits and limitations of these technologies
√ Discuss the critical success factors required to implement these technologies successful in the organisation
",7HRS,$434.00,Virtual Classroom,19/9/2025,19/9/2025,3
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Graduate Certificate in Strategic Digital Transformation in Finance Module 4: Design Thinking for Finance Professionals – The Human-Centered Approach to Innovation,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-4-design-thinking-finance-3021,Graduate Certificate in Strategic Digital Transformation in Finance Module 4: Design Thinking for Finance Professionals – The Human-Centered Approach to Innovation,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Virtual Classroom,25/9/2025,26/9/2025,2
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,[E-Learning] Leading Business & Digital Transformation,,[E-Learning] Leading Business & Digital Transformation,ISCA,,2HRS (14 Apr),$80.00,E-Learning,,,0
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Leading and Managing Change,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g28000001BJ8DAAW,Leading and Managing Change,ISCA,√ aims to enable participants to successfully understand and facilitate change.,7HRS,$432.00,Classroom,NIL,,0
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,3
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Singapore Budget and Economic Outlook 2025,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000M3VHIA0,Singapore Budget and Economic Outlook 2025,ISCA,,2.5hrs,$100.00,Virtual Classroom,Nil,Nil,0
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Graduate Certificate in Digital Finance II Module 1: Developing a Digital Finance Strategy,,Graduate Certificate in Digital Finance II Module 1: Developing a Digital Finance Strategy,Singapore Management University,,TBC,$600.00,Classroom,NIL,,0
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Graduate Certificate in Digital Finance II Module 2: Technology Evaluation and Selection,,Graduate Certificate in Digital Finance II Module 2: Technology Evaluation and Selection,Singapore Management University,,TBC,$600.00,Classroom,NIL,,0
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Graduate Certificate in Digital Finance II Module 3: Risk Management,,Graduate Certificate in Digital Finance II Module 3: Risk Management,Singapore Management University,,TBC,$600.00,Classroom,NIL,,0
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Graduate Certificate in Digital Finance II Module 4: Managing Digital Change Successfully,,Graduate Certificate in Digital Finance II Module 4: Managing Digital Change Successfully,Singapore Management University,,TBC,$600.00,Classroom,NIL,,0
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Graduate Certificate in Digital Finance II Module 5: Digital Labs,,Graduate Certificate in Digital Finance II Module 5: Digital Labs,Singapore Management University,,TBC,$600.00,Classroom,NIL,,0
Finance Functional Competencies,C13: Business Transformation,(Level 4) Expert,Graduate Certificate in Digital Finance II Module 6: HR Digitalisation and Human Capital - the Heart of Transformation Efforts,,Graduate Certificate in Digital Finance II Module 6: HR Digitalisation and Human Capital - the Heart of Transformation Efforts,Singapore Management University,,TBC,$600.00,Classroom,NIL,,0
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Professional Accountants In Business (PAIB) Conference 2025,,Professional Accountants In Business (PAIB) Conference 2025,ISCA,,1DAY,TBA,Classroom,TBA,TBA,9
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Singapore Budget and Economic Outlook 2025,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000M3VHIA0,Singapore Budget and Economic Outlook 2025,ISCA,,2.5hrs,$100.00,Virtual Classroom,Nil,Nil,0
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Transform to Perform for Finance Leaders,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTFcAAO,Transform to Perform for Finance Leaders,ISCA,,7hrs (3 Apr),$292.52,Virtual Classroom,Nil,,0
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Transform to Perform for Finance Leaders 2.0,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000M6zOIAS,Transform to Perform for Finance Leaders 2.0,ISCA,,7hrs,$362.00,Virtual Classroom,17/7/2025,17/7/2025,2
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Graduate Certificate in Strategic Digital Transformation in Finance Module 1: Digital Strategy for Finance Managers,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-1-digital-strategy-finance,Graduate Certificate in Strategic Digital Transformation in Finance Module 1: Digital Strategy for Finance Managers,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,6/10/2025,7/10/2025,4
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Graduate Certificate in Strategic Digital Transformation in Finance Module 2: Digitalisation Implementation in Financial Services,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-2-digitalisation,Graduate Certificate in Strategic Digital Transformation in Finance Module 2: Digitalisation Implementation in Financial Services,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,16/10/2025,17/10/2025,5
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Graduate Certificate in Strategic Digital Transformation in Finance Module 3: Improving Financial Outcomes with Data Analytics - Going Beyond the Ledger,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-3-improving-financial-outcomes,Graduate Certificate in Strategic Digital Transformation in Finance Module 3: Improving Financial Outcomes with Data Analytics - Going Beyond the Ledger,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,3/11/2025,4/11/2025,6
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,Graduate Certificate in Strategic Digital Transformation in Finance Module 4: Design Thinking for Finance Professionals – The Human-Centered Approach to Innovation,https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-4-design-thinking-finance-3021,Graduate Certificate in Strategic Digital Transformation in Finance Module 4: Design Thinking for Finance Professionals – The Human-Centered Approach to Innovation,Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Virtual Classroom,25/9/2025,26/9/2025,3
Finance Functional Competencies,C13: Business Transformation,(Level 5) Master,"Graduate Certificate in Strategic Digital Transformation in Finance Module 5: IT Risks, Governance and Security Essentials",https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-5-it-risks-governance-and-3026,"Graduate Certificate in Strategic Digital Transformation in Finance Module 5: IT Risks, Governance and Security Essentials",Singapore Management University,"√ Digital Strategy for Finance Managers
√ Digitalisation Implementation in Financial Services
 √ Improving financial outcomes with data analytcis
√ Design thinking for Finance Professionals
√  IT Risk, governance and security essentials
√  Digital taxation disruption at the cutting edge for finance professionals",2DAYS,$600.00,Classroom,7/7/2025,8/7/2025,8
Finance Functional Competencies,C13: Business Transformation,(Level 3) Advanced,Transforming Accounting and Finance Workflows with Generative AI and Excel Automation,https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000LxgZIAS,Transforming Accounting and Finance Workflows with Generative AI and Excel Automation,ISCA,,3.5HRS,$206.00,Virtual Classroom,30/6/2025,30/6/2025,5
Finance Functional Competencies,C13: Business Transformation,(Level 3) Advanced,"Transforming Accounting and Finance: Leveraging RPA, ChatGPT, and Copilot for Efficiency and Innovation",https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000LgwXIAS,"Transforming Accounting and Finance: Leveraging RPA, ChatGPT, and Copilot for Efficiency and Innovation",ISCA,,7HRS,$445.00,Classroom,18/7/2025,18/7/2025,4
Finance Functional Competencies,C13: Business Transformation,(Level 1) Foundation,Navigating Challenges Ahead for Support Officers,,Navigating Challenges Ahead for Support Officers,Civil Service College,,6HRS,$570.00,Virtual Classroom,Nil,Nil,0
Finance Functional Competencies,C13: Business Transformation,(Level 3) Advanced,Driving Digital Excellence with The Six ‘I’s® - Unleash Your Innovation Potential,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRAPIVL,Driving Digital Excellence with The Six ‘I’s® - Unleash Your Innovation Potential,Civil Service College,,12HRS,$950.00,Virtual Classroom,11/9/2025,25/9/2025,6
Finance Functional Competencies,C13: Business Transformation,(Level 2) Intermediate,Leading Innovation for Managers,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRLIMVL,Leading Innovation for Managers,Civil Service College,,12HRS,"$1,200.00",Virtual Classroom,4/8/2025,12/8/2025,5
Finance Functional Competencies,C13: Business Transformation,(Level 1) Foundation,Managing the Human Side of Change at Work,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRMCE11,Managing the Human Side of Change at Work,Civil Service College,,9HRS,$605.00,Virtual Classroom,9/6/2025,11/6/2025,3
Finance Functional Competencies,C13: Business Transformation,(Level 2) Intermediate,Leading Your Team Through Change,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRLTCVL,Leading Your Team Through Change,Civil Service College,,16HRS,$705.00,Virtual Classroom,5/8/2025,6/8/2025,4
